Drug	Gene
D08100	OPRD1
D08101	OPRD1
D07937	OPRD1
D06189	OPRD1
D07113	OPRD1
D08144	OPRD1
D00729	OPRD1
D05312	OPRD1
D00847	OPRD1
D03783	OPRD1
D05462	OPRD1
D03823	ACHE
D00196	ACHE
D03826	ACHE
D02418	ACHE
D00487	ACHE
D01228	ACHE
D00469	ACHE
D01572	ACHE
D05590	ACHE
D06365	ACHE
D05215	ACHE
D06288	ACHE
D05981	ACHE
D09750	ACHE
D08555	ACHE
D02068	ACHE
D09835	ACHE
D03751	ACHE
D08838	ACHE
D00043	ACHE
D00994	ACHE
D02292	ACHE
D01001	ACHE
D02565	ACHE
D09917	ACHE
D09918	ACHE
D03822	ACHE
D02558	ACHE
D03239	ACHE
D10529	ACHE
D02193	ACHE
D08261	ACHE
D00995	ACHE
D00998	ACHE
D08094	ACHE
D02729	ACHE
D00667	ACHE
D04292	ACHE
D02173	ACHE
D07869	ACHE
D00670	ACHE
D09009	CNR1
D04717	CNR1
D05117	CNR1
D05731	CNR1
D10915	CNR1
D00306	CNR1
D05099	CNR1
D09362	CNR1
D09363	CNR1
D09349	CNR1
D10004	CASP1
D09938	CASP1
D10416	CASP1
D08978	CASP1
D09008	GRM2
D08908	GRM2
D03966	GRM2
D10896	GRM2
D09949	GRM2
D09008	GRM3
D10896	GRM3
D09949	GRM3
D11151	NOTCH1
D03775	ACE
D03773	ACE
D03769	ACE
D03776	ACE
D00251	ACE
D03763	ACE
D01900	ACE
D03767	ACE
D08688	ACE
D08131	ACE
D00362	ACE
D03440	ACE
D03077	ACE
D03758	ACE
D03772	ACE
D06076	ACE
D04312	ACE
D00622	ACE
D07992	ACE
D03753	ACE
D11580	ACE
D00624	ACE
D03760	ACE
D07781	ACE
D01667	ACE
D08068	ACE
D01549	ACE
D00421	ACE
D00383	ACE
D03756	ACE
D08529	ACE
D03765	ACE
D08225	ACE
D00623	ACE
D03752	ACE
D00459	ACE
D07892	ACE
D00621	ACE
D07499	ACE
D00620	ACE
D07699	ACE
D01069	ACE
D08566	ACE
D01119	ACE
D04126	AGTR1
D02939	AGTR1
D02014	AGTR1
D11142	AGTR1
D06010	AGTR1
D05801	AGTR1
D05246	AGTR1
D01204	AGTR1
D00627	AGTR1
D01922	AGTR1
D10226	AGTR1
D00400	AGTR1
D10556	AGTR1
D00357	AGTR1
D08146	AGTR1
D04040	AGTR1
D02082	AGTR1
D11776	AGTR1
D00523	AGTR1
D04243	AGTR1
D00522	AGTR1
D00626	AGTR1
D08865	AGTR1
D08864	AGTR1
D08067	AGTR1
D04126	AGTR2
D02939	AGTR2
D02014	AGTR2
D11142	AGTR2
D11766	HSP90B1
D09375	HSP90B1
D09376	HSP90B1
D06650	HSP90B1
D06554	HSP90B1
D10126	HSP90B1
D10719	HSP90B1
D10646	HSP90B1
D10647	HSP90B1
D10186	SLC6A9
D11322	CSNK1E
D11323	CSNK1E
D11322	PIK3CD
D10555	PIK3CD
D11658	PIK3CD
D11501	PIK3CD
D10584	PIK3CD
D10609	PIK3CD
D11440	PIK3CD
D10552	PIK3CD
D11267	PIK3CD
D11354	PIK3CD
D10560	PIK3CD
D10543	PIK3CD
D11323	PIK3CD
D10616	PIK3CD
D10924	PIK3CD
D11774	PIK3CD
D11158	PIK3CD
D11159	PIK3CD
D11727	PIK3CD
D11437	PIK3CD
D11506	PIK3CD
D10635	PIK3CD
D10718	PIK3CD
D10867	PIK3CD
D10797	PIK3CD
D10798	PIK3CD
D10189	PIK3CD
D10254	PTGS1
D07269	PTGS1
D03715	PTGS1
D03718	PTGS1
D00970	PTGS1
D00118	PTGS1
D09568	PTGS1
D10017	PTGS1
D01527	PTGS1
D00810	PTGS1
D03163	PTGS1
D07541	PTGS1
D05275	PTGS1
D03254	PTGS1
D00566	PTGS1
D00827	PTGS1
D01811	PTGS1
D01581	PTGS1
D08501	PTGS1
D00428	PTGS1
D01557	PTGS1
D04102	PTGS1
D00903	PTGS1
D00904	PTGS1
D07819	PTGS1
D07816	PTGS1
D01545	PTGS1
D01788	PTGS1
D05143	PTGS1
D07443	PTGS1
D00463	PTGS1
D01344	PTGS1
D01675	PTGS1
D06073	PTGS1
D06072	PTGS1
D07818	PTGS1
D08104	PTGS1
D00813	PTGS1
D00425	PTGS1
D00217	PTGS1
D07142	PTGS1
D07582	PTGS1
D07580	PTGS1
D07579	PTGS1
D07581	PTGS1
D05181	PTGS1
D00109	PTGS1
D06017	PTGS1
D08059	PTGS1
D09760	PTGS1
D07268	PTGS1
D00126	PTGS1
D08058	PTGS1
D06606	PTGS1
D04490	PTGS1
D01122	PTGS1
D02290	PTGS1
D00330	PTGS1
D01475	PTGS1
D08103	PTGS1
D00132	PTGS1
D08102	PTGS1
D00968	PTGS1
D02350	PTGS1
D01709	PTGS1
D08149	PTGS1
D01513	PTGS1
D01325	PTGS1
D03410	PTGS1
D01578	PTGS1
D01547	PTGS1
D00120	PTGS1
D08162	PTGS1
D00169	PTGS1
D02341	PTGS1
D00151	PTGS1
D01183	PTGS1
D02110	PTGS1
D00141	PTGS1
D01565	PTGS1
D01582	PTGS1
D06364	PTGS1
D05598	PTGS1
D08374	PTGS1
D08375	PTGS1
D00158	PTGS1
D07453	PTGS1
D02355	PTGS1
D07141	PTGS1
D08364	PTGS1
D05451	PTGS1
D08363	PTGS1
D08324	PTGS1
D05319	PTGS1
D00510	PTGS1
D01823	PTGS1
D01271	PTGS1
D01765	PTGS1
D08427	PTGS1
D07294	PTGS1
D08434	PTGS1
D07817	PTGS1
D01841	PTGS1
D01090	PTGS1
D01397	PTGS1
D07516	PTGS1
D07517	PTGS1
D01410	PTGS1
D01866	PTGS1
D01767	PTGS1
D00127	PTGS1
D05513	PTGS1
D05511	PTGS1
D05512	PTGS1
D07267	PTGS1
D05791	PTGS1
D01718	PTGS1
D10254	PTGS2
D07269	PTGS2
D03715	PTGS2
D03718	PTGS2
D00970	PTGS2
D00118	PTGS2
D09568	PTGS2
D10017	PTGS2
D00810	PTGS2
D01252	PTGS2
D03163	PTGS2
D07541	PTGS2
D07888	PTGS2
D00130	PTGS2
D08275	PTGS2
D04863	PTGS2
D05275	PTGS2
D03254	PTGS2
D00566	PTGS2
D00827	PTGS2
D01811	PTGS2
D01581	PTGS2
D08501	PTGS2
D00428	PTGS2
D01557	PTGS2
D04102	PTGS2
D00903	PTGS2
D00904	PTGS2
D07819	PTGS2
D07816	PTGS2
D01545	PTGS2
D01788	PTGS2
D05143	PTGS2
D07443	PTGS2
D00463	PTGS2
D01344	PTGS2
D01675	PTGS2
D06073	PTGS2
D06072	PTGS2
D07818	PTGS2
D08104	PTGS2
D00813	PTGS2
D00425	PTGS2
D00217	PTGS2
D07582	PTGS2
D07580	PTGS2
D07579	PTGS2
D07581	PTGS2
D05181	PTGS2
D00109	PTGS2
D03652	PTGS2
D06017	PTGS2
D08059	PTGS2
D09760	PTGS2
D07268	PTGS2
D00126	PTGS2
D08058	PTGS2
D06606	PTGS2
D04490	PTGS2
D01122	PTGS2
D02290	PTGS2
D00330	PTGS2
D01475	PTGS2
D08103	PTGS2
D00132	PTGS2
D08102	PTGS2
D00968	PTGS2
D02350	PTGS2
D01709	PTGS2
D08149	PTGS2
D01513	PTGS2
D01325	PTGS2
D03410	PTGS2
D01578	PTGS2
D01547	PTGS2
D00120	PTGS2
D03712	PTGS2
D10656	PTGS2
D08162	PTGS2
D00169	PTGS2
D02341	PTGS2
D00151	PTGS2
D02709	PTGS2
D01183	PTGS2
D02110	PTGS2
D00141	PTGS2
D01565	PTGS2
D01582	PTGS2
D06364	PTGS2
D05598	PTGS2
D03714	PTGS2
D08374	PTGS2
D08375	PTGS2
D00158	PTGS2
D07453	PTGS2
D02355	PTGS2
D00567	PTGS2
D00969	PTGS2
D01974	PTGS2
D03710	PTGS2
D03717	PTGS2
D03716	PTGS2
D07141	PTGS2
D00315	PTGS2
D08364	PTGS2
D05451	PTGS2
D08363	PTGS2
D08324	PTGS2
D05319	PTGS2
D00510	PTGS2
D01823	PTGS2
D01271	PTGS2
D01765	PTGS2
D08427	PTGS2
D07294	PTGS2
D08434	PTGS2
D07817	PTGS2
D01841	PTGS2
D01090	PTGS2
D01397	PTGS2
D08657	PTGS2
D07516	PTGS2
D07517	PTGS2
D01410	PTGS2
D01866	PTGS2
D01767	PTGS2
D00127	PTGS2
D05513	PTGS2
D05511	PTGS2
D05512	PTGS2
D07267	PTGS2
D05791	PTGS2
D03689	PTGS2
D00568	PTGS2
D01049	PTGS2
D10555	PIK3CG
D11658	PIK3CG
D11139	MET
D10862	MET
D10173	MET
D09864	MET
D09865	MET
D11763	MET
D11717	MET
D11073	MET
D10224	MET
D10465	MET
D10696	MET
D10891	MET
D10062	MET
D10095	MET
D09618	MET
D11140	MET
D11541	MET
D11136	MET
D02078	SLC6A2
D08187	SLC6A2
D08130	SLC6A2
D04747	SLC6A2
D02242	SLC6A2
D05692	SLC6A2
D08347	SLC6A2
D02080	SLC6A2
D08348	SLC6A2
D07449	SLC6A2
D07334	SLC6A2
D08072	SLC6A2
D10088	SLC6A2
D10089	SLC6A2
D10697	SLC6A2
D10698	SLC6A2
D11315	SLC6A2
D11328	SLC6A2
D10700	SLC6A2
D10870	SLC6A2
D05119	SLC6A2
D08030	SLC6A2
D02237	SLC6A2
D04382	SLC6A2
D00228	SLC6A2
D00367	SLC6A2
D11688	SLC6A2
D11689	SLC6A2
D08077	SLC6A2
D02170	SLC6A2
D07591	SLC6A2
D07938	SLC6A2
D00817	SLC6A2
D05458	SLC6A2
D05459	SLC6A2
D08513	SLC6A2
D02571	SLC6A2
D04473	SLC6A2
D07445	SLC6A2
D03740	SLC6A2
D07514	SLC6A2
D07515	SLC6A2
D11623	SLC6A2
D11622	SLC6A2
D02074	SLC6A2
D11172	SLC6A2
D00394	SLC6A2
D02408	SLC6A2
D06007	SLC6A2
D10199	SLC6A2
D05997	SLC6A2
D07473	SLC6A2
D02574	SLC6A2
D05454	SLC6A2
D05663	SLC6A2
D08222	SLC6A2
D01107	SLC6A2
D10072	SLC6A2
D10133	SLC6A2
D07444	SLC6A2
D03801	SLC6A2
D06004	SLC6A2
D08472	SLC6A2
D02573	SLC6A2
D09340	SLC6A2
D09341	SLC6A2
D08673	SLC6A2
D02572	SLC6A2
D07793	SLC6A2
D11619	SLC6A2
D02570	SLC6A2
D08670	SLC6A2
D00821	SLC6A2
D07875	SLC6A2
D00814	SLC6A2
D03491	SLC6A2
D07872	SLC6A2
D01546	SLC6A2
D07448	SLC6A2
D00809	SLC6A2
D02704	SLC6A2
D07727	SLC6A2
D00811	SLC6A2
D08070	SLC6A2
D00815	SLC6A2
D08071	SLC6A2
D08140	SLC6A2
D01285	SLC6A2
D00110	SLC6A2
D02182	SLC6A2
D10443	SLC6A2
D05200	SLC6A2
D04781	SLC6A2
D05284	SLC6A2
D07880	SLC6A2
D01179	SLC6A2
D05173	SLC6A2
D08288	SLC6A2
D00816	SLC6A2
D02566	SLC6A2
D00818	SLC6A2
D08447	SLC6A2
D00484	SLC6A2
D07791	SLC6A2
D00812	SLC6A2
D07806	SLC6A2
D03721	SLC6A2
D04999	SLC6A2
D01296	SLC6A2
D01304	SLC6A2
D09890	SLC6A2
D09891	SLC6A2
D05120	SLC6A2
D02078	SLC6A3
D08187	SLC6A3
D08130	SLC6A3
D04747	SLC6A3
D02242	SLC6A3
D05692	SLC6A3
D10088	SLC6A3
D10089	SLC6A3
D10697	SLC6A3
D10698	SLC6A3
D03215	SLC6A3
D11315	SLC6A3
D11328	SLC6A3
D10700	SLC6A3
D10870	SLC6A3
D05119	SLC6A3
D00367	SLC6A3
D07591	SLC6A3
D07938	SLC6A3
D00817	SLC6A3
D05458	SLC6A3
D05459	SLC6A3
D08513	SLC6A3
D02571	SLC6A3
D07445	SLC6A3
D03740	SLC6A3
D07514	SLC6A3
D07515	SLC6A3
D11623	SLC6A3
D11622	SLC6A3
D02074	SLC6A3
D11172	SLC6A3
D05454	SLC6A3
D05663	SLC6A3
D07444	SLC6A3
D03801	SLC6A3
D02897	SLC6A3
D03153	SLC6A3
D00110	SLC6A3
D02182	SLC6A3
D07806	SLC6A3
D03721	SLC6A3
D10014	SLC6A3
D04999	SLC6A3
D01296	SLC6A3
D08187	SLC6A4
D02242	SLC6A4
D07449	SLC6A4
D07334	SLC6A4
D08072	SLC6A4
D10088	SLC6A4
D10089	SLC6A4
D10697	SLC6A4
D10698	SLC6A4
D04788	SLC6A4
D00228	SLC6A4
D09698	SLC6A4
D09699	SLC6A4
D08626	SLC6A4
D00820	SLC6A4
D00367	SLC6A4
D02362	SLC6A4
D02260	SLC6A4
D05374	SLC6A4
D11688	SLC6A4
D11689	SLC6A4
D08077	SLC6A4
D02170	SLC6A4
D02787	SLC6A4
D05458	SLC6A4
D05459	SLC6A4
D08513	SLC6A4
D02571	SLC6A4
D11172	SLC6A4
D00394	SLC6A4
D02408	SLC6A4
D05491	SLC6A4
D10184	SLC6A4
D10185	SLC6A4
D08222	SLC6A4
D01107	SLC6A4
D10072	SLC6A4
D10133	SLC6A4
D07805	SLC6A4
D03713	SLC6A4
D07945	SLC6A4
D04148	SLC6A4
D03649	SLC6A4
D07793	SLC6A4
D11619	SLC6A4
D02570	SLC6A4
D08670	SLC6A4
D00821	SLC6A4
D07875	SLC6A4
D00814	SLC6A4
D03491	SLC6A4
D07872	SLC6A4
D01546	SLC6A4
D07913	SLC6A4
D02567	SLC6A4
D07448	SLC6A4
D00809	SLC6A4
D07704	SLC6A4
D00822	SLC6A4
D07705	SLC6A4
D07727	SLC6A4
D00811	SLC6A4
D08070	SLC6A4
D00815	SLC6A4
D08071	SLC6A4
D08140	SLC6A4
D01285	SLC6A4
D02360	SLC6A4
D00825	SLC6A4
D00110	SLC6A4
D02182	SLC6A4
D10443	SLC6A4
D07880	SLC6A4
D01179	SLC6A4
D00326	SLC6A4
D00823	SLC6A4
D08288	SLC6A4
D00816	SLC6A4
D08447	SLC6A4
D00484	SLC6A4
D07791	SLC6A4
D00812	SLC6A4
D07806	SLC6A4
D03721	SLC6A4
D07984	SLC6A4
D00824	SLC6A4
D05375	SLC6A4
D08187	SLC18A1
D02242	SLC18A1
D10170	SLC18A1
D10171	SLC18A1
D00197	SLC18A1
D11501	MTOR
D08900	MTOR
D00753	MTOR
D06068	MTOR
D02714	MTOR
D06669	MTOR
D11440	MTOR
D10552	MTOR
D11663	MTOR
D10076	MTOR
D11869	MTOR
D10543	MTOR
D10616	MTOR
D11727	MTOR
D10635	MTOR
D10718	MTOR
D11501	PIK3CA
D10584	PIK3CA
D10609	PIK3CA
D11440	PIK3CA
D10552	PIK3CA
D11869	PIK3CA
D11011	PIK3CA
D10543	PIK3CA
D10616	PIK3CA
D11774	PIK3CA
D11158	PIK3CA
D11727	PIK3CA
D10635	PIK3CA
D10718	PIK3CA
D10867	PIK3CA
D10797	PIK3CA
D10798	PIK3CA
D10189	PIK3CA
D00403	DRD2
D02248	DRD2
D01520	DRD2
D01468	DRD2
D08558	DRD2
D01505	DRD2
D03214	DRD2
D00059	DRD2
D11839	DRD2
D07870	DRD2
D00633	DRD2
D03891	DRD2
D03892	DRD2
D05832	DRD2
D08637	DRD2
D01164	DRD2
D10516	DRD2
D04820	DRD2
D02372	DRD2
D05804	DRD2
D07593	DRD2
D00702	DRD2
D02688	DRD2
D02622	DRD2
D01482	DRD2
D07718	DRD2
D02371	DRD2
D01548	DRD2
D08235	DRD2
D00308	DRD2
D02645	DRD2
D02625	DRD2
D01101	DRD2
D00136	DRD2
D01051	DRD2
D00561	DRD2
D01745	DRD2
D07868	DRD2
D02627	DRD2
D00560	DRD2
D02676	DRD2
D02035	DRD2
D01485	DRD2
D01044	DRD2
D02236	DRD2
D02613	DRD2
D03556	DRD2
D08693	DRD2
D06566	DRD2
D07305	DRD2
D08687	DRD2
D01939	DRD2
D10309	DRD2
D08297	DRD2
D01477	DRD2
D07977	DRD2
D02163	DRD2
D00791	DRD2
D00503	DRD2
D04038	DRD2
D04965	DRD2
D08456	DRD2
D00458	DRD2
D02037	DRD2
D02666	DRD2
D07065	DRD2
D02604	DRD2
D00788	DRD2
D07686	DRD2
D08691	DRD2
D08035	DRD2
D02641	DRD2
D04488	DRD2
D08057	DRD2
D07835	DRD2
D07836	DRD2
D03165	DRD2
D00780	DRD2
D02670	DRD2
D10329	DRD2
D10495	DRD2
D05339	DRD2
D00426	DRD2
D02623	DRD2
D01105	DRD2
D11170	DRD2
D02675	DRD2
D00454	DRD2
D06623	DRD2
D07309	DRD2
D08172	DRD2
D02644	DRD2
D02681	DRD2
D08226	DRD2
D00796	DRD2
D10355	DRD2
D00792	DRD2
D08342	DRD2
D02626	DRD2
D01898	DRD2
D07976	DRD2
D08692	DRD2
D00793	DRD2
D08341	DRD2
D10364	DRD2
D05340	DRD2
D02680	DRD2
D02634	DRD2
D08489	DRD2
D00784	DRD2
D05768	DRD2
D09886	DRD2
D09887	DRD2
D05575	DRD2
D00559	DRD2
D08339	DRD2
D00502	DRD2
D07217	DRD2
D08457	DRD2
D09953	DRD2
D09954	DRD2
D05682	DRD2
D05677	DRD2
D05124	DRD2
D08132	DRD2
D01462	DRD2
D01348	DRD2
D08590	DRD2
D01522	DRD2
D07101	DRD2
D00726	DRD2
D05008	DRD2
D02213	DRD2
D05690	DRD2
D07312	DRD2
D02682	DRD2
D02683	DRD2
D08549	DRD2
D02208	DRD2
D01226	DRD2
D07310	DRD2
D01176	DRD2
D00987	DRD2
D04097	DRD2
D02354	DRD2
D02610	DRD2
D01130	DRD2
D09997	DRD2
D09876	DRD2
D00790	DRD2
D07687	DRD2
D02162	DRD2
D00390	DRD2
D00800	DRD2
D00270	DRD2
D03274	DRD2
D04034	DRD2
D00789	DRD2
D02605	DRD2
D08430	DRD2
D00797	DRD2
D08094	DRD2
D02729	DRD2
D01321	DRD2
D08385	DRD2
D04693	DRD2
D04694	DRD2
D11769	DRD2
D02995	DRD2
D07460	DRD2
D02004	DRD2
D02671	DRD2
D00795	DRD2
D00373	DRD2
D00798	DRD2
D09397	DRD2
D09366	DRD2
D02340	DRD2
D00794	DRD2
D08148	DRD2
D00374	DRD2
D02612	DRD2
D01448	DRD2
D00479	DRD2
D08636	DRD2
D00799	DRD2
D00493	DRD2
D02609	DRD2
D02022	DRD2
D08585	DRD2
D01447	DRD2
D01412	DRD2
D01860	DRD2
D02608	DRD2
D11169	DRD2
D03494	DRD2
D01742	DRD2
D03534	DRD2
D07102	DRD2
D07563	DRD2
D05010	DRD2
D06567	DRD2
D02100	DRD2
D11053	BRAF
D11411	BRAF
D11410	BRAF
D10064	BRAF
D10104	BRAF
D06272	BRAF
D09996	BRAF
D10138	BRAF
D10137	BRAF
D08524	BRAF
D03977	TOP1
D03954	TOP1
D09327	TOP1
D03225	TOP1
D04822	TOP1
D01432	TOP1
D08618	TOP1
D02168	TOP1
D04031	TOP1
D05385	TOP1
D02756	TOP1
D01911	TOP1
D09679	TOP1
D08086	TOP1
D10642	TOP1
D01061	TOP1
D10464	TOP1
D10367	TOP1
D10427	TOP1
D10422	TOP1
D11313	CALCRL
D10673	CALCRL
D09391	CALCRL
D10662	CALCRL
D10663	CALCRL
D09392	CALCRL
D00216	GAA
D01665	GAA
D09605	GAA
D09606	GAA
D00625	GAA
D09779	GAA
D00216	GANC
D01665	GANC
D00625	GANC
D09779	GANC
D00216	MGAM
D01665	MGAM
D00625	MGAM
D09779	MGAM
D01309	TYMS
D04197	TYMS
D11447	TYMS
D00584	TYMS
D07974	TYMS
D03828	TYMS
D10596	TYMS
D06503	TYMS
D07472	TYMS
D11352	TYMS
D01244	TYMS
D10803	TYMS
D01064	TYMS
D01784	TYMS
D01223	TYMS
D04964	TYMS
D11509	BACE1
D11456	BACE1
D11690	BACE1
D10739	BACE1
D10946	BACE1
D10947	BACE1
D02588	TRHR
D09845	TRHR
D10594	TRHR
D00176	TRHR
D02007	TRHR
D01925	TRHR
D11012	ALK
D11346	ALK
D11356	ALK
D09731	ALK
D10551	ALK
D10542	ALK
D10450	ALK
D10926	ALK
D10866	ALK
D11012	ROS1
D09731	ROS1
D11454	ROS1
D10926	ROS1
D02590	PTAFR
D07407	PTAFR
D08497	PTAFR
D01652	PTAFR
D04724	PTAFR
D06634	CTSK
D08955	CTSK
D00064	TRPA1
D04849	TRPA1
D04918	TRPA1
D00064	TRPM8
D04849	TRPM8
D04918	TRPM8
D10345	HCRTR2
D10082	HCRTR2
D11269	HCRTR2
D11022	HCRTR2
D09964	HCRTR2
D11802	F11
D08394	SCN1A
D06517	SCN1A
D01785	SCN1A
D09215	SCN1A
D00354	SCN1A
D05775	SCN1A
D02906	SCN1A
D02907	SCN1A
D02456	SCN1A
D11150	SCN1A
D02096	SCN1A
D07595	SCN1A
D07993	SCN1A
D02103	SCN1A
D00512	SCN1A
D00538	SCN1A
D00252	SCN1A
D00533	SCN1A
D01041	SCN1A
D02239	SCN1A
D07962	SCN1A
D03492	SCN1A
D01455	SCN1A
D11155	SCN1A
D00638	SCN1A
D09612	SCN1A
D01152	SCN1A
D08311	SCN1A
D00303	SCN1A
D00637	SCN1A
D04521	SCN1A
D00199	SCN1A
D04774	SCN1A
D00537	SCN1A
D06172	SCN1A
D02088	SCN1A
D06203	SCN1A
D08181	SCN1A
D00738	SCN1A
D08377	SCN1A
D01554	SCN1A
D05708	SCN1A
D08215	SCN1A
D00639	SCN1A
D05709	SCN1A
D02762	SCN1A
D00375	SCN1A
D08459	SCN1A
D02910	SCN1A
D00636	SCN1A
D08116	SCN1A
D01287	SCN1A
D07552	SCN1A
D01450	SCN1A
D01967	SCN1A
D00551	SCN1A
D00741	SCN1A
D08319	SCN1A
D01768	SCN1A
D08407	SCN1A
D00739	SCN1A
D00733	SCN1A
D02220	SCN1A
D04095	SCN1A
D00737	SCN1A
D08490	SCN1A
D04048	SCN1A
D07468	SCN1A
D02991	SCN1A
D00553	SCN1A
D01243	SCN1A
D08435	SCN1A
D00640	SCN1A
D08448	SCN1A
D02098	SCN1A
D00358	SCN1A
D02086	SCN1A
D08127	SCN1A
D02969	SCN1A
D01326	SCN1A
D08421	SCN1A
D00477	SCN1A
D07678	SCN1A
D00732	SCN1A
D08422	SCN1A
D00740	SCN1A
D00552	SCN1A
D01519	SCN1A
D00110	SCN1A
D02182	SCN1A
D07894	SCN1A
D03991	SCN1A
D08458	SCN1A
D00642	SCN1A
D00643	SCN1A
D02272	SCN1A
D08394	SCN2A
D06517	SCN2A
D01785	SCN2A
D09215	SCN2A
D00354	SCN2A
D05775	SCN2A
D02906	SCN2A
D02907	SCN2A
D02456	SCN2A
D11150	SCN2A
D02096	SCN2A
D07595	SCN2A
D07993	SCN2A
D02103	SCN2A
D00512	SCN2A
D00538	SCN2A
D00252	SCN2A
D00533	SCN2A
D01041	SCN2A
D02239	SCN2A
D07962	SCN2A
D03492	SCN2A
D01455	SCN2A
D11155	SCN2A
D00638	SCN2A
D09612	SCN2A
D01152	SCN2A
D08311	SCN2A
D00303	SCN2A
D00637	SCN2A
D04521	SCN2A
D00199	SCN2A
D04774	SCN2A
D00537	SCN2A
D06172	SCN2A
D02088	SCN2A
D06203	SCN2A
D08181	SCN2A
D00738	SCN2A
D08377	SCN2A
D01554	SCN2A
D05708	SCN2A
D08215	SCN2A
D00639	SCN2A
D05709	SCN2A
D02762	SCN2A
D00375	SCN2A
D08459	SCN2A
D02910	SCN2A
D00636	SCN2A
D08116	SCN2A
D01287	SCN2A
D07552	SCN2A
D01450	SCN2A
D01967	SCN2A
D00551	SCN2A
D00741	SCN2A
D08319	SCN2A
D01768	SCN2A
D08407	SCN2A
D00739	SCN2A
D00733	SCN2A
D02220	SCN2A
D04095	SCN2A
D00737	SCN2A
D08490	SCN2A
D04048	SCN2A
D07468	SCN2A
D02991	SCN2A
D00553	SCN2A
D01243	SCN2A
D08435	SCN2A
D00640	SCN2A
D08448	SCN2A
D02098	SCN2A
D00358	SCN2A
D02086	SCN2A
D08127	SCN2A
D02969	SCN2A
D01326	SCN2A
D08421	SCN2A
D00477	SCN2A
D07678	SCN2A
D00732	SCN2A
D08422	SCN2A
D00740	SCN2A
D00552	SCN2A
D01519	SCN2A
D00110	SCN2A
D02182	SCN2A
D07894	SCN2A
D03991	SCN2A
D08458	SCN2A
D00642	SCN2A
D00643	SCN2A
D02272	SCN2A
D08394	SCN3A
D06517	SCN3A
D01785	SCN3A
D09215	SCN3A
D00354	SCN3A
D05775	SCN3A
D02906	SCN3A
D02907	SCN3A
D02456	SCN3A
D11150	SCN3A
D02096	SCN3A
D07595	SCN3A
D07993	SCN3A
D02103	SCN3A
D00512	SCN3A
D00538	SCN3A
D00252	SCN3A
D00533	SCN3A
D01041	SCN3A
D02239	SCN3A
D07962	SCN3A
D03492	SCN3A
D01455	SCN3A
D11155	SCN3A
D07299	SCN3A
D00638	SCN3A
D09612	SCN3A
D01152	SCN3A
D08311	SCN3A
D00303	SCN3A
D00637	SCN3A
D04521	SCN3A
D00199	SCN3A
D04774	SCN3A
D00537	SCN3A
D06172	SCN3A
D02088	SCN3A
D06203	SCN3A
D08181	SCN3A
D00738	SCN3A
D08377	SCN3A
D01554	SCN3A
D05708	SCN3A
D08215	SCN3A
D00639	SCN3A
D05709	SCN3A
D02762	SCN3A
D00375	SCN3A
D08459	SCN3A
D02910	SCN3A
D00636	SCN3A
D08116	SCN3A
D01287	SCN3A
D07552	SCN3A
D01450	SCN3A
D01967	SCN3A
D00551	SCN3A
D00741	SCN3A
D08319	SCN3A
D01768	SCN3A
D08407	SCN3A
D00739	SCN3A
D00733	SCN3A
D02220	SCN3A
D04095	SCN3A
D00737	SCN3A
D08490	SCN3A
D04048	SCN3A
D07468	SCN3A
D02991	SCN3A
D00553	SCN3A
D01243	SCN3A
D08435	SCN3A
D00640	SCN3A
D08448	SCN3A
D02098	SCN3A
D00358	SCN3A
D02086	SCN3A
D08127	SCN3A
D02969	SCN3A
D01326	SCN3A
D08421	SCN3A
D00477	SCN3A
D07678	SCN3A
D00732	SCN3A
D08422	SCN3A
D00740	SCN3A
D00552	SCN3A
D01519	SCN3A
D00110	SCN3A
D02182	SCN3A
D07894	SCN3A
D03991	SCN3A
D08458	SCN3A
D00642	SCN3A
D00643	SCN3A
D02272	SCN3A
D08394	SCN4A
D06517	SCN4A
D01785	SCN4A
D09215	SCN4A
D00354	SCN4A
D05775	SCN4A
D02906	SCN4A
D02907	SCN4A
D02456	SCN4A
D11150	SCN4A
D02096	SCN4A
D07595	SCN4A
D07993	SCN4A
D02103	SCN4A
D00512	SCN4A
D00538	SCN4A
D00252	SCN4A
D00533	SCN4A
D01041	SCN4A
D02239	SCN4A
D07962	SCN4A
D03492	SCN4A
D01455	SCN4A
D11155	SCN4A
D00638	SCN4A
D09612	SCN4A
D01152	SCN4A
D08311	SCN4A
D00303	SCN4A
D00637	SCN4A
D04521	SCN4A
D00199	SCN4A
D04774	SCN4A
D00537	SCN4A
D06172	SCN4A
D02088	SCN4A
D06203	SCN4A
D08181	SCN4A
D00738	SCN4A
D08377	SCN4A
D01554	SCN4A
D05708	SCN4A
D08215	SCN4A
D00639	SCN4A
D05709	SCN4A
D02762	SCN4A
D00375	SCN4A
D08459	SCN4A
D02910	SCN4A
D00636	SCN4A
D08116	SCN4A
D01287	SCN4A
D07552	SCN4A
D01450	SCN4A
D01967	SCN4A
D00551	SCN4A
D00741	SCN4A
D08319	SCN4A
D01768	SCN4A
D08407	SCN4A
D00739	SCN4A
D00733	SCN4A
D02220	SCN4A
D04095	SCN4A
D00737	SCN4A
D08490	SCN4A
D04048	SCN4A
D07468	SCN4A
D02991	SCN4A
D00553	SCN4A
D01243	SCN4A
D08435	SCN4A
D00640	SCN4A
D08448	SCN4A
D02098	SCN4A
D00358	SCN4A
