Drug	Gene
D05718	ADRB2
D00095	ADRB2
D02149	ADRB2
D00996	ADRB2
D05688	ADRB2
D05689	ADRB2
D10545	ADRB2
D10546	ADRB2
D08629	ADRB2
D01978	ADRB2
D05037	ADRB2
D00255	ADRB2
D03415	ADRB2
D04026	ADRB3
D08368	ADRB3
D08206	ADRB3
D01952	ADRB3
D01224	ADRB3
D00124	ADRB3
D04018	ADRB3
D01386	ADRB3
D08449	ADRB3
D05649	ADRB3
D00485	ADRB3
D08982	ADRB3
D01906	ADRB3
D01277	ADRB3
D00076	ADRB3
D05206	ADRB3
D08284	ADRB3
D09794	ADRB3
D05879	ADRB3
D02976	ADRB3
D09535	ADRB3
D02702	ADRB3
D10433	ADRB3
D09842	ADRB3
D02109	ADRB3
D02349	ADRB3
D01017	ADRB3
D08074	ADRB3
D00602	ADRB3
D08115	ADRB3
D01025	ADRB3
D07183	ADRB3
D07184	ADRB3
D01444	ADRB3
D01504	ADRB3
D07624	ADRB3
D00599	ADRB3
D07182	ADRB3
D08572	ADRB3
D08598	ADRB3
D01795	ADRB3
D04190	ADRB3
D01512	ADRB3
D05228	ADRB3
D02834	ADRB3
D02150	ADRB3
D03729	ADRB3
D03502	ADRB3
D08090	ADRB3
D02066	ADRB3
D01390	ADRB3
D03759	ADRB3
D02765	ADRB3
D05345	ADRB3
D04120	ADRB3
D07156	ADRB3
D01182	ADRB3
D08318	ADRB3
D01806	ADRB3
D06162	ADRB3
D00513	ADRB3
D07496	ADRB3
D01691	ADRB3
D08443	ADRB3
D00483	ADRB3
D06014	ADRB3
D04888	ADRB3
D04889	ADRB3
D02374	ADRB3
D02081	ADRB3
D07590	ADRB3
D01454	ADRB3
D06176	ADRB3
D07537	ADRB3
D01794	ADRB3
D07181	ADRB3
D07931	ADRB3
D01573	ADRB3
D09843	ADRB3
D09732	ADRB3
D08850	ADRB3
D08851	ADRB3
D00095	ADRB3
D02149	ADRB3
D00996	ADRB3
D05688	ADRB3
D05689	ADRB3
D09344	ADRB3
D11251	EGFR
D09689	EGFR
D09690	EGFR
D04862	EGFR
D03350	EGFR
D11411	EGFR
D11410	EGFR
D10858	EGFR
D04024	EGFR
D11773	EGFR
D11430	EGFR
D11434	EGFR
D10958	EGFR
D10886	EGFR
D05399	EGFR
D08950	EGFR
D10898	EGFR
D09724	EGFR
D09733	EGFR
D11772	EGFR
D11368	EGFR
D10766	EGFR
D06407	EGFR
D10859	EGFR
D11115	EGFR
D09883	EGFR
D10514	EGFR
D01977	EGFR
D07907	EGFR
D04023	EGFR
D08108	EGFR
D03998	DPYD
D01846	DPYD
D08469	MAOB
D10829	MAOB
D10158	MAOB
D10191	MAOB
D03731	MAOB
D00785	MAOB
D08625	MAOB
D00826	MAOB
D03733	MAOB
D04681	MAOB
D01097	MAOB
D08349	MAOB
D00505	MAOB
D07337	MAOB
D03409	MAOB
D11224	MAOB
D05458	MAOB
D05459	MAOB
D02579	MAOB
D08085	MAOB
D07338	MAOB
D01888	MAOB
D02580	MAOB
D04092	MAOB
D05033	MAOB
D03239	MAOB
D08453	MAOB
D02564	MAOB
D02562	MAOB
D06000	CHRM1
D01175	CHRM1
D09752	CHRM1
D00524	CHRM1
D07349	CHRM1
D09402	CHRM1
D01648	CHRM1
D02417	CHRM1
D02070	CHRM1
D07477	CHRM1
D03011	CHRM1
D03814	CHRM1
D01077	CHRM1
D00715	CHRM1
D01976	CHRM1
D01648	CHRM1
D07099	CHRM1
D07951	CHRM1
D02535	CHRM1
D04434	CHRM1
D05360	CHRM1
D00720	CHRM1
D05535	CHRM1
D01600	CHRM1
D01815	CHRM1
D07070	CHRM1
D01532	CHRM1
D01201	CHRM1
D08595	CHRM1
D00716	CHRM1
D10180	CHRM1
D10181	CHRM1
D08837	CHRM1
D08425	CHRM1
D00782	CHRM1
D08638	CHRM1
D00787	CHRM1
D07821	CHRM1
D03824	CHRM1
D08418	CHRM1
D08419	CHRM1
D00779	CHRM1
D02246	CHRM1
D03858	CHRM1
D03859	CHRM1
D01318	CHRM1
D08384	CHRM1
D01521	CHRM1
D03711	CHRM1
D07804	CHRM1
D07513	CHRM1
D03087	CHRM1
D00765	CHRM1
D02750	CHRM1
D00999	CHRM1
D02247	CHRM1
D01955	CHRM1
D07079	CHRM1
D00481	CHRM1
D02212	CHRM1
D04970	CHRM1
D01000	CHRM1
D01315	CHRM1
D07081	CHRM1
D06877	CHRM1
D00721	CHRM1
D00723	CHRM1
D01463	CHRM1
D01946	CHRM1
D01377	CHRM1
D03088	CHRM1
D07084	CHRM1
D01987	CHRM1
D08157	CHRM1
D03264	CHRM1
D06217	CHRM1
D11098	CHRM1
D05012	CHRM1
D10939	CHRM1
D06175	CHRM1
D06273	CHRM1
D04116	CHRM1
D05703	CHRM1
D05418	CHRM1
D01538	CHRM1
D00232	CHRM1
D01451	CHRM1
D07083	CHRM1
D06330	CHRM1
D06331	CHRM1
D06015	CHRM1
D01491	CHRM1
D03076	CHRM1
D08441	CHRM1
D01007	CHRM1
D08426	CHRM1
D03276	CHRM1
D01118	CHRM1
D04057	CHRM1
D00465	CHRM1
D00722	CHRM1
D03979	CHRM1
D07301	CHRM1
D07302	CHRM1
D07823	CHRM1
D02603	CHRM1
D07820	CHRM1
D00717	CHRM1
D05452	CHRM1
D00397	CHRM1
D08160	CHRM1
D04868	CHRM1
D04087	CHRM1
D01359	CHRM1
D06192	CHRM1
D08395	CHRM1
D01231	CHRM1
D08382	CHRM1
D01165	CHRM1
D02876	CHRM1
D06061	CHRM1
D11383	CHRM1
D11549	CHRM1
D00270	CHRM1
D03274	CHRM1
D04034	CHRM1
D00789	CHRM1
D07759	CHRM1
D01002	CHRM1
D00138	CHRM1
D02071	CHRM1
D00778	CHRM1
D00147	CHRM1
D04479	CHRM1
D00719	CHRM1
D01004	CHRM1
D00113	CHRM1
D02069	CHRM1
D07511	CHRM1
D07303	CHRM1
D08653	CHRM1
D03970	CHRM1
D05035	CHRM1
D08209	CHRM1
D01871	CHRM1
D05628	CHRM1
D08325	CHRM1
D01006	CHRM1
D08389	CHRM1
D01297	CHRM1
D05276	CHRM1
D05779	CHRM1
D10545	CHRM1
D10546	CHRM1
D02064	CHRM1
D04619	TLR7
D04787	TLR7
D01666	TLR7
D02500	TLR7
D11003	TLR7
D04051	NPR1
D04051	NPR2
D05479	AOC1
D05479	NOS2
D10386	NOS2
D10419	NOS2
D09018	NOS2
D00341	RRM2
D07130	CPS1
D00058	GABRA1
D05621	GABRA1
D11150	GABRA1
D07328	GABRA1
D00365	GABRA1
D03562	GABRA1
D00694	GABRA1
D00464	GABRA1
D02617	GABRA1
D00338	GABRA1
D00531	GABRA1
D00280	GABRA1
D01245	GABRA1
D08283	GABRA1
D07784	GABRA1
D00457	GABRA1
D00311	GABRA1
D00470	GABRA1
D01279	GABRA1
D05378	GABRA1
D04282	GABRA1
D01286	GABRA1
D01758	GABRA1
D01268	GABRA1
D04300	GABRA1
D11149	GABRA1
D02640	GABRA1
D03155	GABRA1
D00698	GABRA1
D00549	GABRA1
D04257	GABRA1
D02616	GABRA1
D05346	GABRA1
D02594	GABRA1
D04721	GABRA1
D03737	GABRA1
D01071	GABRA1
D00537	GABRA1
D07330	GABRA1
D07725	GABRA1
D04650	GABRA1
D08690	GABRA1
D00706	GABRA1
D11788	GABRA1
D10194	GABRA1
D00550	GABRA1
D05028	GABRA1
D00696	GABRA1
D00225	GABRA1
D00387	GABRA1
D01744	GABRA1
D01278	GABRA1
D01316	GABRA1
D00712	GABRA1
D04985	GABRA1
D00699	GABRA1
D03180	GABRA1
D06887	GABRA1
D01150	GABRA1
D00701	GABRA1
D02252	GABRA1
D00700	GABRA1
D01382	GABRA1
D00506	GABRA1
D07298	GABRA1
D08356	GABRA1
D01740	GABRA1
D00555	GABRA1
D00532	GABRA1
D01328	GABRA1
D01514	GABRA1
D01254	GABRA1
D00376	GABRA1
D00500	GABRA1
D00714	GABRA1
D00713	GABRA1
D01310	GABRA1
D02253	GABRA1
D00499	GABRA1
D00430	GABRA1
D06106	GABRA1
D08840	GABRA1
D02618	GABRA1
D02833	GABRA1
D00530	GABRA1
D00329	GABRA1
D01408	GABRA1
D00695	GABRA1
D00697	GABRA1
D02283	GABRA1
D08507	GABRA1
D00548	GABRA1
D01293	GABRA1
D08481	GABRA1
D01564	GABRA1
D02770	GABRA1
D02771	GABRA1
D00267	GABRA1
D00693	GABRA1
D05980	GABRA1
D01253	GABRA1
D01593	GABRA1
D01230	GABRA1
D00293	GABRA1
D01354	GABRA1
D00370	GABRA1
D01657	GABRA1
D07326	GABRA1
D08145	GABRA1
D02624	GABRA1
D01372	GABRA1
D01292	GABRA1
D04882	GABRA1
D00058	GABRA5
D11150	GABRA5
D07328	GABRA5
D00365	GABRA5
D03562	GABRA5
D00694	GABRA5
D00464	GABRA5
D02617	GABRA5
D00338	GABRA5
D00531	GABRA5
D00280	GABRA5
D01245	GABRA5
D08283	GABRA5
D07784	GABRA5
D00457	GABRA5
D00311	GABRA5
D00470	GABRA5
D01279	GABRA5
D05378	GABRA5
D04282	GABRA5
D01286	GABRA5
D01758	GABRA5
D01268	GABRA5
D04300	GABRA5
D11149	GABRA5
D02640	GABRA5
D03155	GABRA5
D00698	GABRA5
D00549	GABRA5
D04257	GABRA5
D02616	GABRA5
D05346	GABRA5
D02594	GABRA5
D04721	GABRA5
D03737	GABRA5
D01071	GABRA5
D00537	GABRA5
D04650	GABRA5
D08690	GABRA5
D00706	GABRA5
D11788	GABRA5
D10194	GABRA5
D00550	GABRA5
D05028	GABRA5
D00696	GABRA5
D00225	GABRA5
D00387	GABRA5
D01744	GABRA5
D01278	GABRA5
D01316	GABRA5
D00699	GABRA5
D03180	GABRA5
D06887	GABRA5
D00701	GABRA5
D02252	GABRA5
D00700	GABRA5
D01382	GABRA5
D00506	GABRA5
D07298	GABRA5
D08356	GABRA5
D01740	GABRA5
D00555	GABRA5
D00532	GABRA5
D01328	GABRA5
D01514	GABRA5
D01254	GABRA5
D00376	GABRA5
D00500	GABRA5
D00714	GABRA5
D00713	GABRA5
D01310	GABRA5
D02253	GABRA5
D00499	GABRA5
D00430	GABRA5
D06106	GABRA5
D08840	GABRA5
D02618	GABRA5
D02833	GABRA5
D00329	GABRA5
D01408	GABRA5
D00695	GABRA5
D00697	GABRA5
D02283	GABRA5
D08507	GABRA5
D01293	GABRA5
D08481	GABRA5
D01564	GABRA5
D02770	GABRA5
D02771	GABRA5
D00267	GABRA5
D00693	GABRA5
D05980	GABRA5
D01253	GABRA5
D01593	GABRA5
D01230	GABRA5
D00293	GABRA5
D01354	GABRA5
D00370	GABRA5
D01657	GABRA5
D07326	GABRA5
D08145	GABRA5
D02624	GABRA5
D01372	GABRA5
D01292	GABRA5
D04882	GABRA5
D07883	ODC1
D00829	ODC1
D00939	FDPS
D07119	FDPS
D00941	FDPS
D07281	FDPS
D00942	FDPS
D03234	FDPS
D11570	FDPS
D08484	FDPS
D09198	FDPS
D06379	FDPS
D06378	FDPS
D08689	FDPS
D10515	FDPS
D01968	FDPS
D07123	FDPS
D08073	FDPS
D04486	FDPS
D08056	FDPS
D00160	PLG
D07568	PLG
D01136	PLG
D10172	DHODH
D00749	DHODH
D03154	DHODH
D01688	AKR1B1
D01842	AKR1B1
D03803	AKR1B1
D03806	AKR1B1
D02328	AKR1B1
D03807	AKR1B1
D02835	AKR1B1
D06403	AKR1B1
D03805	AKR1B1
D05893	AKR1B1
D01715	AKR1B1
D02323	AKR1B1
D07258	AMD1
D09929	ITGAV
D09903	ITGAV
D03497	ITGAV
D06277	ABCB1
D06387	ABCB1
D06084	ABCB1
D11782	ABCB1
D11783	ABCB1
D06008	ABCB1
D03128	ABCB1
D03968	ABCB1
D06637	HDAC1
D11442	HDAC1
D10993	HDAC1
D09338	HDAC1
D09641	HDAC1
D09357	HDAC1
D06320	HDAC1
D08870	HDAC1
D05988	HDAC1
D10319	HDAC1
D10019	HDAC1
D10060	HDAC1
D10084	HDAC1
D11319	HDAC1
D10321	HDAC1
D10322	HDAC1
D11182	HDAC1
D10977	HDAC1
D06637	HDAC2
D11442	HDAC2
D10993	HDAC2
D09338	HDAC2
D09641	HDAC2
D09357	HDAC2
D06320	HDAC2
D08870	HDAC2
D10319	HDAC2
D10019	HDAC2
D10060	HDAC2
D10084	HDAC2
D11319	HDAC2
D10321	HDAC2
D10322	HDAC2
D11182	HDAC2
D10977	HDAC2
D06637	HDAC3
D11442	HDAC3
D10993	HDAC3
D09338	HDAC3
D09641	HDAC3
D09357	HDAC3
D06320	HDAC3
D08870	HDAC3
D10319	HDAC3
D10019	HDAC3
D10060	HDAC3
D10084	HDAC3
D11319	HDAC3
D10321	HDAC3
D10322	HDAC3
D11182	HDAC3
D10977	HDAC3
D06637	HDAC4
D09338	HDAC4
D06320	HDAC4
D08870	HDAC4
D10319	HDAC4
D10019	HDAC4
D10060	HDAC4
D10084	HDAC4
D11319	HDAC4
D10321	HDAC4
D10322	HDAC4
D10977	HDAC4
D06637	HDAC9
D09338	HDAC9
D06320	HDAC9
D08870	HDAC9
D10319	HDAC9
D10019	HDAC9
D10060	HDAC9
D10084	HDAC9
D11319	HDAC9
D10321	HDAC9
D10322	HDAC9
D10977	HDAC9
D06637	HDAC5
D09338	HDAC5
D06320	HDAC5
D08870	HDAC5
D10319	HDAC5
D10019	HDAC5
D10060	HDAC5
D10084	HDAC5
D11319	HDAC5
D10321	HDAC5
D10322	HDAC5
D10977	HDAC5
D06637	HDAC6
D09338	HDAC6
D10661	HDAC6
D10918	HDAC6
D06320	HDAC6
D08870	HDAC6
D10319	HDAC6
D10019	HDAC6
D10060	HDAC6
D10084	HDAC6
D11319	HDAC6
D10321	HDAC6
D10322	HDAC6
D11182	HDAC6
D10977	HDAC6
D06637	HDAC7
D09338	HDAC7
D06320	HDAC7
D08870	HDAC7
D10319	HDAC7
D10019	HDAC7
D10060	HDAC7
D10084	HDAC7
D11319	HDAC7
D10321	HDAC7
D10322	HDAC7
D10977	HDAC7
D06637	HDAC8
D11442	HDAC8
D09338	HDAC8
D09641	HDAC8
D09357	HDAC8
D06320	HDAC8
D08870	HDAC8
D10319	HDAC8
D10019	HDAC8
D10060	HDAC8
D10084	HDAC8
D11319	HDAC8
D10321	HDAC8
D10322	HDAC8
D10977	HDAC8
D06637	HDAC10
D10993	HDAC10
D09338	HDAC10
D06320	HDAC10
D08870	HDAC10
D10319	HDAC10
D10019	HDAC10
D10060	HDAC10
D10084	HDAC10
D11319	HDAC10
D10321	HDAC10
D10322	HDAC10
D10977	HDAC10
D06637	HDAC11
D09338	HDAC11
D09641	HDAC11
D09357	HDAC11
D06320	HDAC11
D08870	HDAC11
D10319	HDAC11
D10019	HDAC11
D10060	HDAC11
D10084	HDAC11
D10321	HDAC11
D10322	HDAC11
D10977	HDAC11
D04262	PPP4C
D07837	HTR1B
D07838	HTR1B
D02211	HTR1B
D07906	HTR1B
D00679	HTR1B
D02826	HTR1B
D07700	HTR1B
D07701	HTR1B
D00415	HTR1B
D08485	HTR1B
D00675	HTR1B
D05740	HTR1B
D02824	HTR1B
D02825	HTR1B
D01321	HTR1B
D07997	HTR1B
D04264	HTR1B
D05523	HTR1B
D08397	HTR1B
D07765	HTR1B
D02234	HTR1B
D07887	HTR1B
D01973	HTR1B
D11617	HTR1B
D03982	HTR1B
D03983	HTR1B
D03014	HTR1B
D00451	HTR1B
D00676	HTR1B
D08255	HTR1B
D00674	HTR1B
D04533	HTR1B
D07837	HTR1D
D07838	HTR1D
D02211	HTR1D
D07906	HTR1D
D00679	HTR1D
D02826	HTR1D
D07945	HTR1D
D04148	HTR1D
D07700	HTR1D
D07701	HTR1D
D00415	HTR1D
D08485	HTR1D
D00675	HTR1D
D05740	HTR1D
D02824	HTR1D
D02825	HTR1D
D01321	HTR1D
D07997	HTR1D
D04264	HTR1D
D05523	HTR1D
D08397	HTR1D
D07765	HTR1D
D02234	HTR1D
D07887	HTR1D
D01973	HTR1D
D11617	HTR1D
D03982	HTR1D
D03983	HTR1D
D03014	HTR1D
D00451	HTR1D
D00676	HTR1D
D08255	HTR1D
D00674	HTR1D
D04533	HTR1D
D07906	HTR1A
D00679	HTR1A
D04683	HTR1A
D08561	HTR1A
D01992	HTR1A
D02569	HTR1A
D01164	HTR1A
D10516	HTR1A
D05804	HTR1A
D07593	HTR1A
D00702	HTR1A
D02688	HTR1A
D06327	HTR1A
D01537	HTR1A
D06566	HTR1A
D09698	HTR1A
D09699	HTR1A
D06354	HTR1A
D04611	HTR1A
D10309	HTR1A
D02577	HTR1A
D02568	HTR1A
D02767	HTR1A
D09358	HTR1A
D09359	HTR1A
D02357	HTR1A
D00681	HTR1A
D04314	HTR1A
D10184	HTR1A
D10185	HTR1A
D10355	HTR1A
D10364	HTR1A
D02680	HTR1A
D07700	HTR1A
D07701	HTR1A
D09997	HTR1A
D09876	HTR1A
D01321	HTR1A
D08385	HTR1A
D02576	HTR1A
D02995	HTR1A
D05523	HTR1A
D08397	HTR1A
D07765	HTR1A
D02234	HTR1A
D09397	HTR1A
D09366	HTR1A
D04533	HTR1A
D03121	HTR1A
D06567	HTR1A
D11275	INPP5D
D11276	INPP5D
D09692	PARP1
D11426	PARP1
D09913	PARP1
D10140	PARP1
D09730	PARP1
D10982	PARP1
D10733	PARP1
D10732	PARP1
D10079	PARP1
D10157	PARP1
D09692	PARP2
D11426	PARP2
D10140	PARP2
D09730	PARP2
D10982	PARP2
D10733	PARP2
D10732	PARP2
D10079	PARP2
D10157	PARP2
D09692	PARP3
D11426	PARP3
D10982	PARP3
D10079	PARP3
D10157	PARP3
D05029	PRKCA
D11191	PRKCA
D05029	PRKCB
D11191	PRKCB
D05784	PRKCB
D05785	PRKCB
D04014	PRKCB
D05029	PRKCG
D11191	PRKCG
D05029	PDGFRA
D11279	PDGFRA
D10423	PDGFRA
D06678	PDGFRA
D08947	PDGFRA
D10102	PDGFRA
D10103	PDGFRA
D08953	PDGFRA
D06413	PDGFRA
D08066	PDGFRA
D01441	PDGFRA
D05380	PDGFRA
D08503	PDGFRA
D08544	PDGFRA
D09635	PDGFRA
D08552	PDGFRA
D06402	PDGFRA
D11353	PDGFRA
D10396	PDGFRA
D10481	PDGFRA
D11140	PDGFRA
D11541	PDGFRA
D05029	PDGFRB
D10423	PDGFRB
D06285	PDGFRB
D08907	PDGFRB
D06005	PDGFRB
D06678	PDGFRB
D08947	PDGFRB
D10102	PDGFRB
D10103	PDGFRB
D03658	PDGFRB
D06414	PDGFRB
D08953	PDGFRB
D06413	PDGFRB
D05380	PDGFRB
D08503	PDGFRB
D08544	PDGFRB
D09635	PDGFRB
D10190	PDGFRB
D06272	PDGFRB
D08552	PDGFRB
D06402	PDGFRB
D10396	PDGFRB
D10481	PDGFRB
D10138	PDGFRB
D10137	PDGFRB
D08524	PDGFRB
D11140	PDGFRB
D11541	PDGFRB
D05029	KIT
D11279	KIT
D11270	KIT
D11271	KIT
D06285	KIT
D09864	KIT
D09865	KIT
D08907	KIT
D06005	KIT
D06678	KIT
D08947	KIT
D03658	KIT
D06414	KIT
D08953	KIT
D06413	KIT
D10229	KIT
D08066	KIT
D01441	KIT
D05380	KIT
D08503	KIT
D08544	KIT
D05819	KIT
D10190	KIT
D06272	KIT
D08552	KIT
D06402	KIT
D11353	KIT
D10138	KIT
D10137	KIT
D08524	KIT
D05029	FLT3
D04696	FLT3
D11270	FLT3
D11271	FLT3
D11768	FLT3
D08907	FLT3
D09955	FLT3
D09956	FLT3
D06005	FLT3
D10102	FLT3
D10103	FLT3
D05819	FLT3
D08279	FLT3
D08344	FLT3
D06272	FLT3
D10709	FLT3
D10800	FLT3
D08552	FLT3
D06402	FLT3
D11599	FLT3
D11600	FLT3
D08524	FLT3
D07975	NR3C1
D07116	NR3C1
D07202	NR3C1
D04208	NR3C1
D01464	NR3C1
D07981	NR3C1
D06315	NR3C1
D07719	NR3C1
D03812	NR3C1
D02287	NR3C1
D03813	NR3C1
D03541	NR3C1
D07464	NR3C1
D01229	NR3C1
D07972	NR3C1
D04218	NR3C1
D07973	NR3C1
D03594	NR3C1
D08227	NR3C1
D00690	NR3C1
D03325	NR3C1
D00292	NR3C1
D07796	NR3C1
D02174	NR3C1
D02591	NR3C1
D01510	NR3C1
D07797	NR3C1
D07073	NR3C1
D07799	NR3C1
D07801	NR3C1
D02592	NR3C1
D00975	NR3C1
D07802	NR3C1
D07798	NR3C1
D03697	NR3C1
D11000	NR3C1
D06201	NR3C1
D04201	NR3C1
D01825	NR3C1
D00983	NR3C1
D00985	NR3C1
D06216	NR3C1
D00385	NR3C1
D07201	NR3C1
D08036	NR3C1
D07814	NR3C1
D00324	NR3C1
D03696	NR3C1
D07230	NR3C1
D04227	NR3C1
D03561	NR3C1
D00472	NR3C1
D08412	NR3C1
D08413	NR3C1
D08414	NR3C1
D00982	NR3C1
D02156	NR3C1
D00981	NR3C1
D08147	NR3C1
D00473	NR3C1
D05194	NR3C1
D00328	NR3C1
D01308	NR3C1
D00088	NR3C1
D00978	NR3C1
D01442	NR3C1
D04467	NR3C1
D00976	NR3C1
D00977	NR3C1
D08610	NR3C1
D06171	NR3C1
D07749	NR3C1
D08660	NR3C1
D07827	NR3C1
D01327	NR3C1
D01367	NR3C1
D04221	NR3C1
D00407	NR3C1
D00979	NR3C1
D00751	NR3C1
D05000	NR3C1
D05002	NR3C1
D05001	NR3C1
D02289	NR3C1
D07715	NR3C1
D07495	NR3C1
D00244	NR3C1
D02286	NR3C1
D01402	NR3C1
D00972	NR3C1
D07717	NR3C1
D06673	NR3C1
D11667	NR3C1
D00585	NR3C1
D01998	NR3C1
D03691	NR3C1
D00325	NR3C1
D04244	NR3C1
D01387	NR3C1
D04214	NR3C1
D00984	NR3C1
D07980	NR3C1
D01743	NR3C1
D07815	NR3C1
D00980	NR3C1
D00165	NR3C1
D08416	NR3C1
D00973	NR3C1
D01703	NR3C1
D10617	NR3C1
D10634	NR3C1
D03671	NR3C1
D10136	NR3C1
D05729	NR3C1
D08476	NR3C1
D06135	NR3C1
D01708	NR3C1
D04409	NR3C1
D01272	NR3C1
D07203	NR3C1
D01434	NR3C1
D06876	NR3C1
D01632	NR3C1
D01820	NR3C1
D00689	NR3C1
D11572	NR3C1
D01637	NR3C1
D05601	NR3C1
D08429	NR3C1
D02032	NR3C1
D01273	NR3C1
D01266	NR3C1
D05719	NR3C1
D01619	NR3C1
D01886	NR3C1
D00246	NR3C1
D01948	NR3C1
D01357	NR3C1
D04228	NR3C1
D05603	NR3C1
D03301	NR3C1
D02288	NR3C1
D07800	NR3C1
D01764	NR3C1
D09796	NR3C1
D04219	NR3C1
D01615	NR3C1
D08415	NR3C1
D04217	NR3C1
D01689	NR3C1
D06161	NR3C1
D11336	NR3C1
D11665	NR3C1
D03878	GRIN2B
D06204	GRIN2B
D11299	GRIN2B
D04728	GRIN2B
D00536	GRIN2B
D04308	GRIN2B
D00775	GRIN2B
D07441	GRIN2B
D00777	GRIN2B
D05453	GRIN2B
D03100	GRIN2B
D02410	GRIN2B
D05447	GRIN2B
D02780	GRIN2B
D07058	GRIN2B
D07306	GRIN2B
D07589	GRIN2B
D05714	GRIN2B
D05145	GRIN2B
D11340	GRIN2B
D08305	GRIN2B
D00774	GRIN2B
D02599	GRIN2B
D09917	GRIN2B
D09918	GRIN2B
D08174	GRIN2B
D04905	GRIN2B
D08121	GRIN2B
D08122	GRIN2B
D08195	GRIN2B
D02102	GRIN2B
D02973	GRIN2B
D08596	GRIN2B
D06146	GRIN2B
D11414	GRIN2B
D07283	GRIN2B
D10627	GRIN2B
D03746	GRIN2B
D03742	GRIN2B
D00848	GRIN2B
D08098	GRIN2B
D00711	GRIN2B
D03679	GRIN2B
D10964	NFE2L2
D05667	OPRM1
D07132	OPRM1
D00836	OPRM1
D00838	OPRM1
D00498	OPRM1
D02111	OPRM1
D02227	OPRM1
D06342	OPRM1
D02878	OPRM1
D10371	OPRM1
D10648	OPRM1
D06618	OPRM1
D07740	OPRM1
D05111	OPRM1
D02104	OPRM1
D10812	OPRM1
D08247	OPRM1
D08248	OPRM1
D08249	OPRM1
D01340	OPRM1
D11620	OPRM1
D02238	OPRM1
D08246	OPRM1
D00843	OPRM1
D03197	OPRM1
D00837	OPRM1
D05113	OPRM1
D02095	OPRM1
D10162	OPRM1
D10163	OPRM1
D10740	OPRM1
D10690	OPRM1
D03809	OPRM1
D11583	OPRM1
D05048	OPRM1
D07286	OPRM1
D07810	OPRM1
D07557	OPRM1
D11291	OPRM1
D11292	OPRM1
D07863	OPRM1
D07864	OPRM1
D10188	OPRM1
D04716	OPRM1
D00840	OPRM1
D06007	OPRM1
D10199	OPRM1
D10403	OPRM1
D10478	OPRM1
D03618	OPRM1
D08121	OPRM1
D08122	OPRM1
D08195	OPRM1
D02102	OPRM1
D08100	OPRM1
D08101	OPRM1
D04764	OPRM1
D08473	OPRM1
D01177	OPRM1
D07620	OPRM1
D03405	OPRM1
D05938	OPRM1
D00845	OPRM1
D07122	OPRM1
D00835	OPRM1
D06208	OPRM1
D05631	OPRM1
D00320	OPRM1
D01399	OPRM1
D10811	OPRM1
D07809	OPRM1
D07809	OPRM1
D05632	OPRM1
D00482	OPRM1
D06268	OPRM1
D04973	OPRM1
D08639	OPRM1
D01500	OPRM1
D07937	OPRM1
D08182	OPRM1
D04924	OPRM1
D06189	OPRM1
D03156	OPRM1
D08597	OPRM1
D06147	OPRM1
D01435	OPRM1
D08343	OPRM1
D01383	OPRM1
D07861	OPRM1
D03860	OPRM1
D02941	OPRM1
D02942	OPRM1
D07929	OPRM1
D02205	OPRM1
D07113	OPRM1
D08144	OPRM1
D00729	OPRM1
D08623	OPRM1
D01355	OPRM1
D10436	OPRM1
D11424	OPRM1
D11425	OPRM1
D08233	OPRM1
D08234	OPRM1
D00842	OPRM1
D02271	OPRM1
D08047	OPRM1
D00839	OPRM1
D07285	OPRM1
D08273	OPRM1
D03580	OPRM1
D02101	OPRM1
D00195	OPRM1
D07831	OPRM1
D03825	OPRM1
D07832	OPRM1
D01481	OPRM1
D10612	OPRM1
D10692	OPRM1
D08045	OPRM1
D08046	OPRM1
D03725	OPRM1
D07385	OPRM1
D08323	OPRM1
D00844	OPRM1
D05312	OPRM1
D00847	OPRM1
D03783	OPRM1
D05462	OPRM1
D08123	OPRM1
D00841	OPRM1
D10349	OPRM1
D11214	OPRM1
D05217	OPRM1
D10479	OPRM1
D10375	OPRM1
D05667	OPRK1
D07904	OPRK1
D01879	OPRK1
D07132	OPRK1
D00836	OPRK1
D00838	OPRK1
D04649	OPRK1
D00498	OPRK1
D02111	OPRK1
D02227	OPRK1
D06342	OPRK1
D05111	OPRK1
D02104	OPRK1
D10812	OPRK1
D08247	OPRK1
D08248	OPRK1
D08249	OPRK1
D01340	OPRK1
D11620	OPRK1
D02238	OPRK1
D08246	OPRK1
D00843	OPRK1
D05299	OPRK1
D03197	OPRK1
D00837	OPRK1
D05113	OPRK1
D02095	OPRK1
D05646	OPRK1
D07863	OPRK1
D07864	OPRK1
D11111	OPRK1
D10890	OPRK1
D11831	OPRK1
D10403	OPRK1
D03618	OPRK1
D08100	OPRK1
D08101	OPRK1
D08639	OPRK1
D01500	OPRK1
D07937	OPRK1
D06189	OPRK1
D06405	OPRK1
D06395	OPRK1
D05907	OPRK1
D07113	OPRK1
D08144	OPRK1
D00729	OPRK1
D05312	OPRK1
D00847	OPRK1
D03783	OPRK1
D05462	OPRK1
D05667	OPRD1
D05007	OPRD1
D06342	OPRD1
D05111	OPRD1
D02104	OPRD1
D10812	OPRD1
D08249	OPRD1
D01340	OPRD1
D11620	OPRD1
D02238	OPRD1
D08246	OPRD1
D00843	OPRD1
D05113	OPRD1
D02095	OPRD1
D10403	OPRD1
