drug	gene
DB04468	NR1I2
DB04468	SHBG
DB04468	ESR1
DB04468	ESR2
DB04468	ESRRG
DB04469	PDE4D
DB04470	PRSS1
DB04471	ESR1
DB04472	LGALS9
DB04473	IGHG1
DB04474	S100A7
DB04476	LCN2
DB04477	GAPDHS
DB04478	SORD
DB04480	TGFBR1
DB04485	TK2
DB04487	CXCL10
DB04489	CPD
DB04491	DPP4
DB04491	CFB
DB04493	FBP1
DB04493	PFKFB1
DB04493	PFKFB4
DB04493	GPI
DB04495	SRC
DB04505	HSP90AA1
DB04510	PGAM2
DB04510	TPI1
DB04510	PGK1
DB04512	LCN9
DB04513	CALM1
DB04513	TNNC1
DB04513	TNNI3
DB04514	RNASE1
DB04516	ISYNA1
DB04518	CDK2
DB04519	PPARA
DB04521	GSTA3
DB04522	PDPK1
DB04522	PIM1
DB04522	PRKCQ
DB04522	PYGM
DB04522	PRKACA
DB04522	RHO
DB04522	SERPINB3
DB04522	TAOK2
DB04522	KCNC4
DB04522	REG1A
DB04522	SMAD2
DB04522	CFTR
DB04523	CTSK
DB04525	PTPN1
DB04527	MASP2
DB04530	PDE4B
DB04530	TYMS
DB04530	PRKACA
DB04530	PIM1
DB04530	ARG1
DB04530	SERPINB5
DB04530	PDE1B
DB04530	SNX3
DB04530	CYTH2
DB04531	MGMT
DB04534	NOS2
DB04534	NOS3
DB04537	WARS
DB04539	CYP19A1
DB04540	NR1I3
DB04540	VDR
DB04540	CLEC4E
DB04540	RORA
DB04542	NME1
DB04544	PYGM
DB04549	CA2
DB04551	PKLR
DB04552	PLA2G1B
DB04552	PTGS2
DB04552	CLCNKA
DB04552	PTGS1
DB04552	PLA2G4A
DB04552	UGT1A9
DB04556	ACHE
DB04557	PPARA
DB04557	NR1H4
DB04557	RXRA
DB04557	PTGS1
DB04559	NOS3
DB04560	ALAD
DB04562	ACO2
DB04563	PRSS1
DB04564	LCT
DB04566	PYGM
DB04566	IMPDH2
DB04566	ADSSL1
DB04573	ESR1
DB04573	ESR2
DB04573	SHBG
DB04574	ESR1
DB04574	ESR2
DB04575	ESR1
DB04576	TOP2A
DB04577	DPP4
DB04578	DPP4
DB04579	CTSB
DB04581	QPCT
DB04583	DHODH
DB04585	ARG1
DB04588	HSP90AA1
DB04590	F7
DB04591	F2
DB04593	F7
DB04594	HMGCL
DB04599	GRIA2
DB04599	GRIA3
DB04599	HTR2A
DB04599	DRD2
DB04600	CA2
DB04601	CA2
DB04602	RPL37
DB04604	GSG2
DB04604	MAPK3
DB04604	CSNK1G2
DB04606	F7
DB04607	CDK2
DB04608	WEE1
DB04612	XIAP
DB04614	ACHE
DB04615	ACHE
DB04616	ACHE
DB04617	ACHE
DB04618	AMY2A
DB04620	GRIN1
DB04622	QPCT
DB04629	ACTA1
DB04630	NR3C1
DB04630	NR3C2
DB04632	MAPK14
DB04633	SAT1
DB04636	QPCT
DB04638	ATP2A1
DB04639	IGHG1
DB04642	PYGM
DB04643	PYGM
DB04644	PYGM
DB04645	PYGM
DB04648	ARG1
DB04652	HSD11B1
DB04652	NCOA1
DB04652	NR3C2
DB04653	CAPN1
DB04654	PRSS1
DB04654	TPSB2
DB04655	HNMT
DB04657	SDHA
DB04659	LCT
DB04660	GM2A
DB04661	CD1D
DB04662	CDK2
DB04664	CYP2B6
DB04665	CYP2A6
DB04669	CDK2
DB04672	NT5M
DB04673	F10
DB04674	EDNRA
DB04674	AKR1C1
DB04676	IGHA2
DB04677	MAOB
DB04678	ABO
DB04679	ABO
DB04680	ABO
DB04681	ABO
DB04682	TNNC2
DB04683	NR5A1
DB04685	DUT
DB04688	IGHG2
DB04688	IGKC
DB04689	PPARG
DB04690	TOP1
DB04695	GGPS1
DB04695	MVK
DB04697	F2
DB04700	GSTK1
DB04701	GSTM2
DB04703	AURKB
DB04707	PRKACA
DB04707	PKIA
DB04707	ROCK1
DB04709	AR
DB04714	GGPS1
DB04714	FDPS
DB04715	PIM1
DB04716	DAPK3
DB04716	JAK1
DB04716	JAK3
DB04716	TYK2
DB04716	JAK2
DB04719	CSNK2A1
DB04720	CSNK2A1
DB04721	CSNK2A1
DB04722	F2
DB04723	CPB1
DB04724	ITGAL
DB04725	ALOX5
DB04725	PTGS2
DB04725	PLA2G2E
DB04727	KDR
DB04733	ALDOA
DB04736	PGLYRP3
DB04738	PPP1CC
DB04739	SRC
DB04741	UQCRC1
DB04743	PTGS2
DB04743	PLA2G2E
DB04743	LTF
DB04751	CSNK1G3
DB04751	RPS6KA1
DB04751	SRC
DB04752	NR5A1
DB04753	PNP
DB04754	PNP
DB04757	PNP
DB04758	F7
DB04759	MMP13
DB04760	MMP13
DB04761	MMP13
DB04763	CA2
DB04764	TPSB2
DB04767	F7
DB04768	TPK1
DB04769	PIK3CG
DB04770	PDXK
DB04771	F2
DB04772	F2
DB04774	ACTA1
DB04775	ACTA1
DB04776	PDXK
DB04779	LCT
DB04781	ALAD
DB04783	ACTA1
DB04786	P2RY2
DB04786	SIRT5
DB04786	FSHR
DB04786	RYR1
DB04786	F2
DB04786	PLA2G2A
DB04787	PGR
DB04789	AMT
DB04790	PRSS1
DB04791	PRSS1
DB04792	PRSS1
DB04793	PRSS1
DB04794	CYP2B6
DB04795	CES1
DB04795	SDHA
DB04796	VDR
DB04797	MAPK14
DB04798	GRIA2
DB04799	CYC1
DB04799	MT-CYB
DB04799	UQCRC1
DB04799	UQCRC2
DB04799	UQCRH
DB04799	UQCRQ
DB04799	UQCRFS1
DB04799	UQCR11
DB04799	UQCRB
DB04799	UQCR10
DB04800	PTPN1
DB04801	PPARD
DB04803	HMOX1
DB04805	RPL37
DB04817	PTGS1
DB04820	MAOB
DB04820	MAOA
DB04820	COMT
DB04821	SLC6A2
DB04821	SLC6A3
DB04821	MAOB
DB04821	MAOA
DB04821	MPO
DB04821	SLC6A4
DB04821	SLC18A2
DB04824	UGT1A9
DB04824	NR1I2
DB04824	NR1I3
DB04824	ESR1
DB04824	SHBG
DB04825	CALM1
DB04825	MYLK2
DB04828	PTGDR2
DB04829	HTR1A
DB04829	HTR2B
DB04829	HTR6
DB04832	MAOB
DB04832	MAOA
DB04832	SLC6A4
DB04834	CHRM2
DB04835	CCR5
DB04836	SLC6A2
DB04836	SLC6A4
DB04837	HRH1
DB04838	CACNA2D1
DB04838	CES1
DB04839	AR
DB04839	KLK3
DB04840	SLC6A2
DB04841	CACNA1G
DB04841	CACNA1H
DB04841	CACNA1I
DB04841	CALM1
DB04841	HRH1
DB04842	DRD2
DB04842	HTR2A
DB04842	CACNG1
DB04843	CHRM1
DB04843	CHRM3
DB04844	SLC18A2
DB04844	DRD2
DB04845	TUBB3
DB04846	ADRB1
DB04846	ADRB2
DB04846	ADRB3
DB04846	ADRA2A
DB04846	ADRA2B
DB04846	ADRA2C
DB04847	EGLN1
DB04847	EGLN2
DB04847	EGLN3
DB04849	KDR
DB04850	MAOA
DB04851	ABCB5
DB04851	ABCC1
DB04851	ABCG2
DB04852	MTTP
DB04853	ADORA2A
DB04854	XDH
DB04855	ADRA1A
DB04855	ADRA1B
DB04855	ADRA1D
DB04855	ADRA2A
DB04855	ADRA2B
DB04855	ADRA2C
DB04855	KCNH2
DB04855	CACNA1C
DB04855	CACNA1D
DB04855	CACNA1F
DB04855	CACNA1S
DB04855	CACNB1
DB04855	CACNB2
DB04855	CACNB3
DB04855	CACNB4
DB04855	KCNK2
DB04855	SCN5A
DB04855	KCNJ3
DB04855	KCNQ1
DB04855	SLC8A1
DB04855	KCND3
DB04855	ADRB1
DB04855	THRA
DB04856	CCKAR
DB04857	DRD2
DB04859	ACHE
DB04860	TLR7
DB04861	ADRB1
DB04861	ADRB2
DB04861	ADRB3
DB04863	ITGA2B
DB04863	ITGB3
DB04864	ACHE
DB04865	RPL3
DB04866	COL1A1
DB04866	MMP2
DB04867	CCKAR
DB04868	ABL1
DB04868	KIT
DB04869	CALCRL
DB04869	CALCA
DB04871	HTR2C
DB04872	TACR3
DB04873	HTR4
DB04875	CASP1
DB04876	DPP4
DB04877	ABCB1
DB04878	MGAM
DB04879	FLT1
DB04879	KDR
DB04879	FLT4
DB04880	PDE3A
DB04881	ABCB1
DB04882	TOP1
DB04883	EDNRA
DB04884	HTR1A
DB04884	HTR1B
DB04884	HTR2C
DB04885	HTR3A
DB04888	DRD2
DB04888	HTR1A
DB04889	SLC6A2
DB04889	SLC6A4
DB04889	DRD2
DB04890	HRH1
DB04891	MED1
DB04891	VDR
DB04892	BCHE
DB04892	APP
DB04892	ACHE
DB04893	FNTB
DB04893	FNTA
DB04894	SSTR2
DB04894	SSTR5
DB04894	TACR1
DB04895	VEGFA
DB04896	SLC6A4
DB04896	SLC6A2
DB04898	F2
DB04899	NPR1
DB04899	NPR2
DB04899	NPR3
DB04901	CD80
DB04903	GABRA2
DB04903	GABRA3
DB04905	ABCB1
DB04905	HRH1
DB04908	HTR1A
DB04908	HTR2A
DB04908	DRD4
DB04910	TUBB4B
DB04912	HMOX1
DB04912	HMOX2
DB04915	ENOX2
DB04917	HTR3A
DB04917	HTR4
DB04919	FGA
DB04919	FGB
DB04920	CACNA1F
DB04920	CACNA1S
DB04920	CACNA1D
DB04920	CACNA1C
DB04924	DRD2
DB04924	ACHE
DB04925	PLG
DB04926	GRIN3A
DB04929	ALOX5AP
DB04930	SCN1A
DB04930	ESR1
DB04930	NR1I2
DB04931	MC1R
DB04932	ADORA1
DB04932	ADORA2A
DB04932	ADORA2B
DB04933	TLR4
DB04938	ESR1
DB04941	ANO1
DB04941	CFTR
DB04942	RARA
DB04942	RARB
DB04946	HTR2A
DB04946	DRD2
DB04946	DRD1
DB04946	DRD3
DB04946	DRD4
DB04946	HTR1A
DB04946	HTR6
DB04946	HTR7
DB04946	ADRA1A
DB04946	HRH1
DB04946	ADRA2C
DB04947	SLC6A3
DB04948	ADRA2A
DB04948	ADRA1A
DB04948	HTR1A
DB04948	HTR7
DB04948	HTR2C
DB04948	HTR1D
DB04953	KCNQ2
DB04953	KCNQ3
DB04953	KCNQ4
DB04953	KCNQ5
DB04954	ADORA1
DB04956	TNF
DB04957	KCNE1
DB04957	KCNQ1
DB04957	KCNH2
DB04958	CD22
DB04959	KRT7
DB04959	UBR4
DB04960	FNTB
DB04964	MUC16
DB04967	TOP2A
DB04967	APEX1
DB04967	TOP1
DB04970	HTR1A
DB04971	PPARA
DB04971	PPARG
DB04972	GSTP1
DB04973	RAF1
DB04974	MTOR
DB04975	TOP2A
DB04977	EEF1A2
DB04978	TOP2A
DB04982	GRIA1
DB04982	GRIA2
DB04982	GRIA3
DB04982	GRIA4
DB04983	P2RY2
DB04985	RPSA
DB04988	EGFR
DB04988	ERBB2
DB04991	ADAM10
DB04997	ITGA4
DB04998	IKBKG
DB05001	DPP4
DB05003	RRM2
DB05003	RRM1
DB05004	NPY2R
DB05004	NPY1R
DB05004	NPY5R
DB05004	NPY4R
DB05009	ADORA2A
DB05010	GABBR1
DB05010	GABBR2
DB05012	SLC6A2
DB05013	PRKCD
DB05013	PRKCA
DB05014	FGFR3
DB05014	FGFR1
DB05014	KDR
DB05014	FLT3
DB05014	PDGFRB
DB05014	RET
DB05017	TNF
DB05017	IL6
DB05018	GLA
DB05022	TOP2A
DB05022	TOP2B
DB05023	IGF1R
DB05024	CYP24A1
DB05024	VDR
DB05025	SOD1
DB05032	HRH4
DB05033	ADAM9
DB05034	NPR1
DB05035	THRA
DB05035	THRB
DB05036	SMG6
DB05036	SCYL1
DB05036	PTGES3
DB05036	TERT
DB05038	BDKRB2
DB05039	ADRB2
DB05042	HTR6
DB05045	NPY4R
DB05045	NPY2R
DB05046	OPRK1
DB05046	OPRM1
DB05047	BDNF
DB05047	GRIA1
DB05047	GRIA2
DB05047	GRIA3
DB05047	GRIA4
DB05049	HTR3A
DB05050	OPRD1
DB05052	ESR2
DB05053	FBP1
DB05064	HSD11B1
DB05069	CHRNA10
DB05069	CHRNA9
DB05070	GRM5
DB05072	TACR1
DB05075	FLT1
DB05075	KDR
DB05075	FLT4
DB05075	CSK
DB05077	CNR1
DB05078	IL4R
DB05078	IL13RA2
DB05079	HRH1
DB05079	HTR2A
DB05080	HRH1
DB05080	HRH3
DB05084	PTH1R
DB05085	NPY4R
DB05088	APP
DB05091	AVPR2
DB05092	ITGA4
DB05095	PTGS2
DB05096	GRM2
DB05096	GRM3
DB05097	CEACAM5
DB05098	LEPR
DB05099	FGA
DB05101	EGFR
DB05103	BCL2
DB05103	CASP8
DB05104	OPRK1
DB05107	G6PD
DB05110	IFNG
DB05111	IFNG
DB05115	INSR
DB05116	TYMS
DB05119	PLA2G7
DB05120	INSR
DB05122	ITGA4
DB05122	ITGB4
DB05122	ITGB7
DB05125	DHODH
DB05127	TLR7
DB05129	TOP1
DB05129	TOP2A
DB05130	CCR2
DB05131	F9
DB05133	IL1B
DB05134	HSP90AA1
DB05134	HSP90AB1
DB05137	CHRNA7
DB05137	CHRNA9
DB05137	CHRNA10
DB05139	PDGFD
DB05141	BIRC5
DB05142	PDE2A
DB05142	PDE2A
DB05146	KDR
DB05146	KIT
DB05146	PDGFRA
DB05146	PDGFRB
DB05147	TUBA1A
DB05147	TUBA1B
DB05147	TUBA1C
DB05147	TUBA4A
DB05147	TUBA3C
DB05147	TUBA3E
DB05147	TUBA4B
DB05147	TUBB1
DB05147	TUBB2A
DB05147	TUBB2B
DB05147	TUBB4B
DB05147	TUBB3
DB05147	TUBB4A
DB05147	TUBB
DB05147	TUBB6
DB05149	CHEK2
DB05149	CHEK1
DB05150	APP
DB05152	CHRM1
DB05155	OPRK1
DB05157	MAPK14
DB05157	MAPK11
DB05157	MAPK12
DB05157	MAPK13
DB05159	CCR2
DB05161	ELANE
DB05161	PRTN3
DB05164	BCR/ABL fusion
DB05165	EIF4E
DB05166	GPR119
DB05168	FOLR2
DB05168	FOLR3
DB05168	FOLR1
DB05169	AURKA
DB05169	AURKB
DB05171	APH1A
DB05171	PSENEN
DB05177	LTA4H
DB05183	IKBKB
DB05184	IGF1R
DB05184	SRC
DB05184	ABL1
DB05184	ABL2
DB05187	PPARA
DB05187	PPARD
DB05187	PPARG
DB05188	PPARD
DB05190	BRAF
DB05190	RAF1
DB05191	ADORA2A
DB05192	THRB
DB05194	CSF2RA
DB05194	CSF2
DB05194	CSF2RA
DB05198	AURKA
DB05198	KDR
DB05199	TPH1
DB05200	GAA
DB05201	CNR1
DB05202	VWF
DB05202	GP1BA
DB05203	REN
DB05203	ACE2
DB05204	BTK
DB05205	MAOA
DB05207	TNF
DB05207	IL1R1
DB05209	RHD
DB05210	PIK3R1
DB05210	PIK3R2
DB05210	PIK3R3
DB05210	PRKDC
DB05210	MTOR
DB05212	NFKB1
DB05212	NFKB2
DB05214	NOS2
DB05217	NAMPT
DB05218	TNF
DB05219	PDE4A
DB05219	PDE4B
DB05219	PDE4C
DB05219	PDE4D
DB05220	AURKA
DB05223	HDAC1
DB05223	HDAC2
DB05223	HDAC3
DB05223	HDAC6
DB05225	ALOX5AP
DB05227	HTR2A
DB05229	PTGIR
DB05232	SCN1A
DB05232	SCN2A
DB05232	SCN3A
DB05232	SCN8A
DB05233	ESR1
DB05234	AR
DB05235	CRYM
DB05235	THRA
DB05239	MAP2K1
DB05241	PIK3CA
DB05241	PIK3CG
DB05241	PIK3CD
DB05241	PIK3CB
DB05241	MTOR
DB05243	JAK2
DB05246	CACNA1G
DB05249	CSF3R
DB05252	NOS2
DB05253	PGR
DB05254	SERPINE1
DB05254	PLAU
DB05255	CASR
DB05258	IFNAR1
DB05259	HLA-DRB1
DB05259	HLA-DRB1
DB05259	HLA-DRB1
DB05260	RRM2
DB05260	ATP6V1B2
DB05260	BGLAP
DB05260	IL1B
DB05262	XDH
DB05264	CSF2RB
DB05265	NOXO1
DB05266	PDE4A
DB05266	PDE4B
DB05266	PDE4C
DB05266	PDE4D
DB05266	PDE3A
DB05268	RAF1
DB05271	DRD3
DB05271	DRD4
DB05271	DRD2
DB05271	DRD5
DB05271	DRD1
DB05271	HTR1A
DB05271	ADRA2B
DB05282	AIFM1
DB05284	TUBB
DB05289	IKBKG
DB05290	EDNRA
DB05294	VEGFA
DB05294	EGFR
DB05294	PTK6
DB05294	TEK
DB05294	RET
DB05295	VDR
DB05297	BCL2
DB05298	PDE4D
DB05299	IL2
DB05301	PLD1
DB05301	CASP1
DB05303	TNF
DB05303	IL1R1
DB05304	CA9
DB05304	IL2
DB05305	IL13
DB05308	TYMS
DB05309	FGF4
DB05311	KLKB1
DB05316	HTR2A
DB05316	HTR2C
DB05316	SIGMAR1
DB05317	FDFT1
DB05317	HMGCR
DB05319	EPCAM
DB05327	AKR1B1
DB05332	MPL
DB05337	GLIPR1
DB05339	HTR1A
DB05343	S100B
DB05345	HRH1
DB05351	ATP4B
DB05351	ATP4A
DB05351	DDAH1
DB05361	SERPINC1
DB05361	F2R
DB05362	F10
DB05364	CCL3
DB05367	EDNRA
DB05369	HRH2
DB05374	EGFR
DB05381	HRH1
DB05381	HRH2
DB05381	HRH3
DB05381	HRH4
DB05381	SLC18A2
DB05382	SLC5A5
DB05383	NOS2
DB05383	AKR1B1
DB05383	TIMP3
DB05383	AOC1
DB05386	CSF2RA
DB05386	CSF2RA
DB05387	MMP2
DB05387	MMP9
DB05387	MMP12
DB05389	MAEA
DB05389	CD163
DB05390	P2RY2
DB05391	GP1BA
DB05395	ADRB3
DB05398	CD9
DB05399	VCAM1
DB05403	MAPK12
DB05404	TP53
DB05407	EDN1
DB05408	CASP1
DB05408	CASP3
DB05408	CASP7
DB05412	MAPK14
DB05412	TNF
DB05412	IL1B
DB05412	MT-CO2
DB05413	SERPINA5
DB05415	PDE5A
DB05416	PPARD
DB05416	PPARA
DB05417	GLRA1
DB05418	TACR1
DB05419	CALY
DB05420	RRM1
DB05421	TACR1
DB05422	SLC6A4
DB05423	NR3C1
DB05424	EGFR
DB05428	TXNRD1
DB05428	TXNRD2
DB05428	RRM2
DB05429	CCL11
DB05431	ALOX5
DB05432	CALY
DB05434	FGF2
DB05434	HGF
DB05434	VEGFA
DB05434	CXCL8
DB05442	IL1B
DB05443	OPRK1
DB05446	APOH
DB05447	HNF4A
DB05448	TXNRD1
DB05449	ABCB1
DB05451	NFKB2
DB05451	NFKB1
DB05452	AVPR1A
DB05452	AVPR1B
DB05455	AVPR1B
DB05457	TYMS
DB05458	CHRNA4
DB05458	CHRNB2
DB05459	IL12B
DB05459	IL23A
DB05460	GSTP1
DB05461	HTR2B
DB05461	ADRA2C
DB05461	ADRA2B
DB05463	TLR9
DB05464	NFKB2
DB05464	NFKB1
DB05465	FLT3
DB05465	PDGFD
DB05466	TACR1
DB05467	RARG
DB05468	ITGA4
DB05469	ADRA1A
DB05469	ADRA1B
DB05469	ADRA1D
DB05470	MAPK14
DB05470	TNF
DB05470	IL1B
DB05470	IL6
DB05471	NFKB1
DB05471	NFKB2
DB05472	IFNAR1
DB05472	IFNAR2
DB05475	TLR2
DB05475	TLR4
DB05475	TLR7
DB05475	TLR9
DB05476	PLAUR
DB05478	CYP3A4
DB05479	MC1R
DB05481	SERPINA1
DB05482	TOP1
DB05483	UBR4
DB05483	ZFY
DB05484	CXCL8
DB05487	ESR1
DB05487	NFKB2
DB05487	NFKB1
DB05488	TOP2B
DB05490	PPARG
DB05492	OPRM1
DB05492	HTR2A
DB05492	HTR2B
DB05492	HTR2C
DB05492	ADRA1A
DB05492	ADRA1B
DB05492	ADRA1D
DB05492	ADRA2A
DB05492	ADRA2B
DB05492	ADRA2C
DB05492	HRH1
DB05492	OPRL1
DB05494	DCK
DB05495	MMP9
DB05501	CXCR4
DB05501	CCR5
DB05505	TBXAS1
DB05506	PTPN1
DB05507	CASP1
DB05507	IL1B
DB05509	OPRM1
DB05509	HTR1A
DB05511	ADORA3
DB05513	IL6
DB05513	TNF
DB05514	CLCN2
DB05518	FBP1
DB05521	SLCO1B1
DB05521	SLCO2B1
DB05524	EGFR
DB05530	TLR9
DB05532	FFAR4
DB05533	AKR1B1
DB05540	ADSS
DB05540	ADSSL1
DB05541	SV2A
DB05542	HTR4
DB05550	TNFRSF8
DB05552	PIK3CD
DB05552	PIK3CG
DB05553	P2RY12
DB05562	HTR1A
DB05578	KDR
DB05590	ADRB2
DB05595	FOLR1
DB05607	HTR2B
DB05624	GNRHR
DB05630	TOP1
DB05642	HTR3A
DB05642	SLC6A2
DB05662	ESR1
DB05667	CYP17A1
DB05667	CYP11B1
DB05667	CYP11B2
DB05667	CYP11A1
DB05667	CYP51A1
DB05668	DNMT1
DB05675	FGA
DB05676	PDE4
DB05678	MTTP
DB05679	IL12B
DB05685	CDH5
DB05687	DRD2
DB05687	HTR2A
DB05688	SLC6A4
DB05688	SLC6A2
DB05695	CASR
DB05697	TGFB2
DB05706	TOP2A
DB05708	CHRNA7
DB05710	CHRNA3
DB05712	CPB2
DB05713	F10
DB05714	F2
DB05736	CTSK
DB05737	PLA2G2A
DB05737	PLA2G10
DB05739	AGTR1
DB05739	AGTR2
DB05740	CHRNA2
DB05740	CHRNB2
DB05740	CHRNA7
DB05740	CHRNA4
DB05740	CHRNA10
DB05740	CHRNA9
DB05744	TNF
DB05744	IL6
DB05744	CRP
DB05744	IL10
DB05749	CYP19A1
DB05750	CNR1
DB05752	CHRM1
DB05752	CHRM2
DB05752	CHRM3
DB05752	CHRM4
DB05752	CHRM5
DB05758	TNF
DB05766	CHRM1
DB05766	DRD2
DB05766	DRD3
DB05767	TNF
DB05767	IL1B
DB05767	IL6
DB05767	NFKB2
DB05767	NFKB1
DB05771	IL10
DB05773	ERBB2
DB05777	F2
DB05777	F5
DB05785	RARA
DB05785	RARB
DB05785	RARG
DB05785	JUN
DB05786	FUBP1
DB05787	ITGB3
DB05790	TACR1
DB05792	SIGMAR1
DB05793	FFAR4
DB05796	MME
DB05797	FCER1A
DB05798	PRKAR2A
DB05798	PRKAR1A
DB05801	RRM2
DB05806	TOP1
DB05812	CYP17A1
DB05814	FKBP1A
DB05824	GRIN1
DB05829	PTH2R
DB05829	PTH1R
DB05831	EPCAM
DB05838	AVPR2
DB05846	APP
DB05848	IL12B
DB05849	ADRB2
DB05854	PPARG
DB05855	CHRNB2
DB05855	CXCL8
DB05864	METAP2
DB05867	ST3GAL5
DB05869	TNF
DB05869	HMGB1
DB05879	TNF
DB05882	ESR1
DB05882	ESR2
DB05883	PTH
DB05885	SV2A
DB05885	CACNA1B
DB05889	CD22
DB05890	VEGFA
DB05892	NGF
DB05895	TNFRSF10B
DB05897	IGF1R
DB05905	HTR4
DB05906	CCR5
DB05913	KIT
DB05913	FLT1
DB05915	MSTN
DB05916	PDCD1
DB05920	TOP2A
DB05928	NR1I2
DB05930	MPL
DB05931	KDR
DB05932	VEGFA
DB05932	FLT1
DB05932	FLT4
DB05934	CXCL12
DB05936	ADORA2B
DB05938	APP
DB05939	GPER1
DB05941	CCR5
DB05943	CSF2RB
DB05943	IL2RG
DB05944	ERBB2
DB05944	EGFR
DB05945	ANTXR2
DB05945	ANTXR1
DB05950	CACNA1B
DB05956	RXRA
DB05956	GRIN2B
DB05959	TNFRSF11A
DB05959	HIF1A
DB05959	STAT3
DB05961	SERPING1
DB05961	SERPINA5
DB05961	SERPINA1
DB05964	SLC6A4
DB05964	SLC6A2
DB05964	DRD2
DB05966	ESR1
DB05966	ESR2
DB05967	KISS1R
DB05968	TNF
DB05969	CDK7
DB05969	VEGFA
DB05971	AKT1
DB05983	NFKBIA
DB05984	KDR
DB05984	BRAF
DB05990	NR1H4
DB05992	TNF
DB05993	HTR6
DB05996	GPNMB
DB06011	DPP4
DB06013	TOP2A
DB06016	DRD3
DB06016	DRD2
DB06016	HTR1A
DB06016	HTR2B
DB06016	HTR2A
DB06016	HRH1
DB06016	HTR2C
DB06016	ADRA1A
DB06021	EGFR
DB06021	ERBB2
DB06040	KIF11
DB06042	TUBB
DB06042	TUBB1
DB06042	TUBB3
DB06042	TUBB4A
DB06042	TOP2A
DB06042	TOP2B
DB06043	PDGFRA
DB06050	F8
DB06061	MAP3K1
DB06064	PRKCE
DB06069	TOP1
DB06070	HSP90AA1
DB06070	HSP90AB1
DB06073	BACE1
DB06075	INSR
DB06075	IGF1R
DB06077	SLC6A4
DB06077	GRIN2B
DB06077	HTR2A
DB06077	DRD2
DB06077	DRD1
DB06080	FLT3
DB06080	FLT1
DB06080	KDR
DB06080	FLT4
DB06080	KIT
DB06080	CSF1R
DB06081	VWF
DB06082	HIF1A
DB06083	AHR
DB06089	KCNQ1
DB06089	KCNQ3
DB06089	KCNQ4
DB06089	KCNQ5
DB06089	KCNQ2
DB06090	CHRNA7
DB06094	HSPB1
DB06096	NOS1
DB06096	HTR1B
DB06096	HTR1D
DB06097	CENPE
DB06098	VDAC2
DB06098	VDAC3
DB06101	FLT1
DB06101	KDR
DB06101	FLT4
DB06103	IMPDH1
DB06103	IMPDH2
DB06109	HTR2A
DB06109	DRD2
DB06116	CXCL10
DB06124	CAPN3
DB06127	DPP4
DB06133	AR
DB06134	AURKA
DB06134	AURKC
DB06137	TUBB
DB06137	SRC
DB06138	EDNRB
DB06140	HTR6
DB06144	DRD2
DB06144	HTR2A
DB06144	HTR2C
DB06144	HTR6
DB06144	KCNH2
DB06144	ADRA1A
DB06144	ADRA1B
DB06144	ADRA1D
DB06148	ADRA2A
DB06148	HTR2A
DB06148	HTR2C
DB06148	HRH1
DB06148	SLC6A2
DB06148	SLC6A4
DB06148	HRH4
DB06148	HTR1A
DB06148	ADRA2C
DB06148	HTR2B
DB06148	HTR1F
DB06148	ADRA2B
DB06148	DRD3
DB06148	OPRK1
DB06148	SLC6A3
DB06148	HTR7
DB06148	DRD2
DB06148	HTR6
DB06151	GSS
DB06151	SLC7A11
DB06151	ACY1
DB06151	IKBKB
DB06151	CHUK
DB06151	GRIN2B
DB06151	GRIN1
DB06151	GRIN2A
DB06151	GRIN2D
DB06151	GRIN3A
DB06152	IFNAR2
DB06152	CACNA1I
DB06153	CHRM1
DB06153	CHRM2
DB06153	CHRM3
DB06153	HTR2A
DB06153	HTR2B
DB06153	HTR2C
DB06153	HTR1A
DB06153	HTR1B
DB06153	HRH1
DB06153	ADRA1A
DB06153	ADRA1B
DB06153	ADRA1D
DB06153	ADRA2A
DB06153	ADRA2B
DB06153	ADRA2C
DB06154	HBA1
DB06154	HBB
DB06155	CNR1
DB06155	GPR55
DB06156	SLC6A4
DB06156	SLC6A2
DB06156	SLC6A3
DB06157	ATP2A2
DB06157	ATP1A1
DB06159	TOP1
DB06162	FCER2
DB06168	IL1B
DB06174	SIGMAR1
DB06176	HDAC1
DB06176	HDAC2
DB06176	HDAC4
DB06176	HDAC6
DB06176	ABCC1
DB06184	XIAP
DB06185	PNP
DB06186	CTLA4
DB06190	ADRB3
DB06191	ABCB1
DB06194	VDR
DB06195	CDK1
DB06195	CDK2
DB06195	MAPK3
DB06195	MAPK1
DB06195	CDK7
DB06195	CDK9
DB06195	CSNK1E
DB06196	BDKRB2
DB06196	ANPEP
DB06199	EDNRA
DB06201	SCN9A
DB06201	GRM5
DB06202	ESR1
DB06202	ESR2
DB06202	CNR2
DB06203	DPP4
DB06204	OPRM1
DB06204	SLC6A2
DB06204	OPRK1
DB06204	OPRD1
DB06204	HTR3A
DB06204	SLC6A4
DB06205	TGFB1
DB06207	ADRA1A
DB06207	ADRA1D
DB06207	ADRA1B
DB06209	P2RY12
DB06210	MPL
DB06212	AVPR2
DB06212	AVPR1A
DB06213	ADORA2A
DB06216	HTR2A
DB06216	DRD2
DB06216	HTR1A
DB06216	HTR1B
DB06216	HTR2B
DB06216	HTR2C
DB06216	HTR5A
DB06216	HTR6
DB06216	HTR7
DB06216	DRD3
DB06216	DRD4
DB06216	DRD1
DB06216	ADRA1A
DB06216	ADRA2A
DB06216	ADRA2B
